fourgram	count
gonna be at the	6
2014 toyota rav4 she	6
toyota rav4 she is	6
rav4 she is a	6
we have any charges	6
there's nothing in the	6
sitting in the car	6
with a female and	6
but if you could	6
1 medic 1 respond	6
medic 1 is that	6
2 can i get	6
and engine 3 respond	6
can't get ahold of	6
can you set up	6
from here i can	6
there's nothing further attached	6
it's on a black	6
1 to dispatch medic	6
the description of that	6
so if you could	6
company medic 1 respond	6
back in the scene	6
lakewood avenue for a	6
white female she's wearing	6
can you read the	6
and hilliard for a	6
medic 1 second service	6
copy 15 you can	6
2 truck 1 en	6
engine 2 are you	6
one's on scene switching	6
it's gonna be at	6
nothing showing on 2	6
showing on 2 sides	6
is gonna be union	6
medic 1 0 2	6
17 just north of	6
for a 94 year	6
1 medic one's gonna	6
be 10 8 i'll	6
old male 5 7	6
4 i'll be all	6
car two's out we'll	6
the city 10 8	6
you just add that	6
be out with 20	6
dispatch to parking enforcement	6
dispatch medic two's en	6
medic 1 0 9	6
looks like it's gonna	6
gonna return to service	6
there's gonna be a	6
gonna be a squad	6
here i'm gonna be	6
with king victor frank	6
i 90 westbound just	6
from truck 1 we	6
0 8 will be	6
1 we're gonna be	6
i got you thank	6
8 and can you	6
you assist the male	6
10 a with a	6
he is conscious breathing	6
of cleveland it's on	6
with an expiration of	6
your name and date	6
10 8 i can	6
old male 05 10	6
we'll be 10 a	6
respond to i 90	6
2 0 3 traffic	6
215 and 2 17	6
and said that there's	6
king george king 8	6
if you wanna let	6
out of cleveland 09	6
male 5 6 1	6
blue valid no 1	6
of birth is 03	6
one's in service returning	6
one's out of metro	6
2 can you respond	6
be 108 with a	6
is gonna remain on	6
closer i'll get them	6
a 3 car mva	6
date of birth 03	6
gonna be in front	6
1 member of lpd	6
date of birth 10	6
you check i 90	6
i 90 eastbound east	6
car two's in service	6
car 2 are gonna	6
dispatch medic 3 0	6
vehicle that hit the	6
card only no 1	6
shows that he is	6
copy if you can	6
15 i'm gonna be	6
a obt for the	6
old female 5 4	6
8 and i'll have	6
0 3 are you	6
we're gonna be clear	6
2 20 2 and	6
2 and 2 20	6
it i'll be 10	6
1 of the residents	6
be 10 8 for	6
12 i'll be all	6
1 comes back to	6
i'm just gonna be	6
old male valid at	6
male valid at 1	6
for the last few	6
truck one's back in	6
can show me 10	6
show me 10 8	6
1 3 4 1	6
do want me to	6
2006 19 year old	6
female 5 6 1	6
for 1 of the	6
medic 3 taking 1	6
3 taking 1 to	6
1 of them should	6
2 15 can you	6
listing is gonna be	6
probably gonna be a	6
old male 5 8	6
male 5 8 1	6
we're 10 7 in	6
we're all 10 8	6
get 1 more car	6
manner 12400 madison apartment	6
is gonna stay with	6
he's gonna be coming	6
starting mileage is 1	6
we get 1 more	6
has a 10 16	6
right back to the	6
i'm gonna be all	6
engine 2 we're gonna	6
mileage is 1 1	6
15 we'll be 10	6
12400 madison apartment 1001	6
29 and 2 14	6
in the stall any	6
the stall any mileage	6
year old female 04	6
is conscious breathing alert	6
4 i'll be out	6
15 i'll be 10	6
2 0 2 and	6
0 2 and 2	6
medic one's arrived at	6
the second 1 is	6
1 of them is	6
if you wanna check	6
2 12 and 2	6
15 you can clear	6
king william zebra 1	6
engine 3 medic 12	6
the 2026 chevy traverse	6
save up to 4	6
up to 4 000	6
to 4 000 off	6
4 000 off msrp	6
credit retired courtesy loan	6
retired courtesy loan tax	6
courtesy loan tax title	6
loan tax title license	6
first payment 299 dock	6
payment 299 dock fee	6
date of birth 11	6
on the back to	6
notes i'll be 10	6
medic 2 medic two's	6
find a obt for	6
mileage 1 1 0	6
beginning mileage 1 1	6
experiences like no other	6
18 can you hear	6
dispatch medic 1 second	6
49 a month for	6
signing must trade at	6
must trade at 2011	6
trade at 2011 or	6
at 2011 or newer	6
dealer and based upon	6
and based upon available	6
upon available rebates expires	6
available rebates expires 06	6
a part of nebraska	6
part of nebraska medicine	6
is to be a	6
a part of something	6
part of something extraordinary	6
of something extraordinary nebraska	6
something extraordinary nebraska medicine	6
extraordinary nebraska medicine how	6
nebraska medicine how may	6
medicine how may help	6
how may help you	6
may help you because	6
help you because these	6
you because these are	6
because these are the	6
these are the doors	6
are the doors that	6
the doors that open	6
doors that open doors	6
that open doors how	6
open doors how are	6
doors how are you	6
how are you to	6
beyond what you can	6
what you can get	6
you can get anywhere	6
can get anywhere else	6
join us at nebraskamed	6
us at nebraskamed com	6
engine 3 we're back	6
the sound of claire	6
sound of claire cooking	6
of claire cooking dinner	6
claire cooking dinner at	6
cooking dinner at home	6
dinner at home and	6
at home and that's	6
home and that's the	6
and that's the sound	6
sound of a fraud	6
of a fraud alert	6
a fraud alert from	6
fraud alert from wells	6
alert from wells fargo	6
from wells fargo flagging	6
wells fargo flagging a	6
fargo flagging a charge	6
flagging a charge for	6
a charge for a	6
charge for a pricey	6
for a pricey restaurant	6
a pricey restaurant in	6
pricey restaurant in paris	6
restaurant in paris considering	6
in paris considering claire	6
paris considering claire isn't	6
considering claire isn't in	6
claire isn't in paris	6
isn't in paris right	6
in paris right now	6
paris right now that	6
right now that seemed	6
now that seemed odd	6
that seemed odd to	6
seemed odd to the	6
odd to the bank	6
to the bank and	6
the bank and to	6
bank and to claire	6
and to claire 2	6
to claire 2 taps	6
claire 2 taps later	6
2 taps later claire	6
taps later claire says	6
later claire says nope	6
claire says nope to	6
says nope to the	6
nope to the charge	6
to the charge and	6
the charge and wells	6
charge and wells fargo	6
and wells fargo is	6
wells fargo is on	6
fargo is on the	6
is on the case	6
on the case however	6
the case however you	6
case however you make	6
work with that wells	6
with that wells fargo	6
that wells fargo bank	6
fuel saver for every	6
saver for every 60	6
gonna be 6 7	6
issue us a report	5
19 with that mail	5
him we'll be 10-8	5
can i get one	5
but i don't see	5
i don't see the	5
i think it's gonna	5
i told her to	5
okay can you just	5
one of them was	5
him he said he	5
i just sent a	5
we have a call	5
and see if it	5
in a blue nissan	5
a little bit i	5
i need to 19	5
i have the keys	5
the vehicle if you	5
of the travel lodge	5
pickup entering agency only	5
blonde blue valid no	5
3 can you get	5
be advised the owner	5
be in the detail	5
i'm good i'm good	5
117th south of madison	5
at west 117th and	5
west 117th and berea	5
those vehicles will be	5
20 i'm going to	5
old male he's got	5
of cleveland so the	5
white mazda station wagon	5
was going to go	5
out i'll be 10-8	5
to make sure he	5
from here if you	5
on her way we'll	5
her way we'll be	5
looks like it's just	5
lpd's out with a	5
you can cancel the	5
you run a couple	5
can you just stop	5
old male that has	5
can we have the	5
getting out of the	5
out we'll be out	5
to head to that	5
head to that parking	5
meet the complainant in	5
in the left lane	5
set i'm going to	5
my driver to the	5
and said that they	5
speaking with the owner	5
18 is all set	5
black brown suspended no	5
is medic 2 respond	5
in the living room	5
meter we're back in	5
3 from medic 2	5
2 medic 2 to	5
3 in service patient	5
just get one more	5
24 i'm on it	5
on it i'll be	5
should be there shortly	5
send you a picture	5
stand by a minute	5
listing comes back to	5
from one of the	5
over an hour ago	5
tried to make contact	5
clifton and cove with	5
and cove with king	5
1 we're transporting to	5
dispatch to the animal	5
lakewood center north number	5
you can come up	5
to be on his	5
on his way back	5
a call we'll be	5
going to be victor	5
here in just a	5
drug mart east to	5
male's going to be	5
is on scene copy	5
out of the elevator	5
from the elevator we	5
you guys could speak	5
and stand by for	5
just leave it open	5
can you print the	5
that i'll be out	5
will be riding with	5
on the way i'll	5
to get him up	5
be out with 22	5
i'm close to the	5
patio bar 15615 madison	5
at the rta station	5
in front of mr	5
13 can i get	5
can go we're good	5
of one of the	5
13 can i go	5
a gray toyota camry	5
me the i-x number	5
is all set 10-8	5
listing for unit 1	5
64 can you copy	5
13 can you copy	5
can i get another	5
gonna take that for	5
valid no wants i'm	5
advise and release due	5
and release due to	5
release due to manpower	5
to ennis court assisted	5
you start me a	5
a tow for the	5
you guys still all	5
if you can meet	5
said he fell and	5
for driving under suspension	5
2 it looks like	5
sounds like a male	5
else can slow down	5
it was last seen	5
if you could still	5
he said he'll be	5
3's in service patient	5
i copy all set	5
of you give me	5
can start the check	5
start the check i'll	5
the check i'll be	5
you want those back	5
owner arrived on scene	5
she can't get out	5
on clifton from webb	5
a black ford fusion	5
car 2 is also	5
on the line with	5
dispatch i'm car 2	5
you can go on	5
with a female on	5
22 they're all set	5
they're going to handle	5
213 are you all	5
vehicle was moved prior	5
was moved prior to	5
male said there's a	5
you i'll be out	5
can make the address	5
a silent panic alarm	5
11 i copy clifton	5
medic 1 could you	5
could you have the	5
are going to clear	5
thank you so much	5
with king lincoln queen	5
going to be sending	5
like he might be	5
that to my car	5
male is having a	5
about an incident that	5
plaintiff said there's a	5
speak with the caller	5
a picture of that	5
it to my work	5
cleveland 23 year old	5
female she's valid and	5
does not desire prosecution	5
and 9 are you	5
up there in a	5
are you coming from	5
to find an obg	5
i wasn't sure if	5
further police involvement at	5
to go in the	5
can you please try	5
an eye on the	5
desire any further police	5
me back on that	5
engine 2's in service	5
15 cars are out	5
in the driveway but	5
but it doesn't look	5
i copy from warren	5
phone number for a	5
17 i'll be all	5
i copy go ahead	5
sure you're all set	5
my partner's on the	5
partner's on the phone	5
we might have to	5
owner is my driver	5
can you let us	5
trying to knock on	5
and get a hold	5
alger and lakewood heights	5
all he could tell	5
you need me for	5
and he's unable to	5
up out of the	5
of the station with	5
he doesn't know what	5
station 2 copies engine	5
and 18 are you	5
we're 10-8 with a	5
went up to the	5
in the home depot	5
i copy back up	5
westerly 143 12 detroit	5
143 12 detroit apartment	5
3 medic 1 truck	5
2 will continue with	5
and female arguing and	5
i didn't know if	5
and you can disregard	5
i copy back to	5
back to you all	5
of the complaint they're	5
complaint they're going to	5
at the winton place	5
take the call at	5
medic 2 copies we'll	5
we'll give you a	5
what's the nature of	5
engine 3 to the	5
engine 3 we're on	5
5 we're going to	5
back in service with	5
in service with a	5
service with a refusal	5
requesting an ambulance for	5
meet you guys outside	5
are on scene switching	5
to send it to	5
the address is going	5
there if you want	5
car 2 is going	5
is going to remain	5
i don't know who	5
dispatch can you give	5
dispatch for engine 3	5
check around the area	5
get a read back	5
2-car mva minor damage	5
for a 50 year	5
having pain in his	5
and can i have	5
set or do you	5
good we're good we're	5
giving him a courtesy	5
him a courtesy ride	5
from here with a	5
here with a separate	5
got a second call	5
for a black suv	5
the vehicle is still	5
you have the patient	5
can see if there's	5
female that are arguing	5
looks like the male	5
10-4 it looks like	5
he'll be coming in	5
do you have that	5
this male for dci	5
adam nora last name	5
with two members of	5
not there right now	5
you can send a	5
you change this to	5
you give me your	5
engine 3 engine 3's	5
returning medic 3 will	5
able to locate her	5
from medic 3 we	5
24 i copy detroit	5
and see if they're	5
to give me any	5
any type of description	5
in regards to this	5
i'll get him you	5
got a protection order	5
sitting in the middle	5
8 and a copy	5
if i could just	5
we'll be 10-8 we'll	5
pushed her medical alert	5
her medical alert pendant	5
madison third party call	5
service they can take	5
they can take that	5
if i have a	5
2062 robin for a	5
suv blocking the driveway	5
117th and franklin with	5
that listing is going	5
3 mag 3's on	5
3 medic 3's arriving	5
i'll get you that	5
to appear for disorderly	5
appear for disorderly conduct	5
just screaming at each	5
check the premise file	5
again we'll be 10-8	5
he is suspended with	5
i give you a	5
to the kirtland house	5
just east of warren	5
1's arriving at lakewood	5
copy we'll be 10-8	5
for a burg alarm	5
expires 47 year old	5
19 for vehicle maintenance	5
217 i didn't know	5
temporary permit is valid	5
lakewood just north of	5
26 25 year old	5
dispatch mag 3 mag	5
notes added we're 10-8	5
want to go with	5
me on lunch list	5
in the bathroom and	5
and it was a	5
copy thank you and	5
guys all set up	5
it's gonna be john	5
you could send a	5
it to my car	5
i copy i was	5
now i'm trying to	5
on the front of	5
should be a 2025	5
of her options we'll	5
said that he left	5
1's arriving at fairview	5
for a couple minutes	5
no hazard found on	5
they have a black	5
female hit her medical	5
the jail order from	5
can find the phone	5
they'd like us to	5
can give you a	5
service call at 120-400	5
call at 120-400 madison	5
have a public service	5
25 i'll be out	5
i'll be out for	5
going to go on	5
you able to take	5
madison car 2 engine	5
right at the corner	5
be out of there	5
and i'm en route	5
show me on the	5
checked in the area	5
he said he's gonna	5
be on the west	5
lot next to the	5
try to get him	5
to get him out	5
under arrest for drug	5
she said it's the	5
company's medic 3 respond	5
i'm still looking for	5
i was just letting	5
old valid id no	5
a vehicle break for	5
into a telephone pole	5
from station 1 car	5
station 1 car 2	5
24 hour follow up	5
cleaned up some debris	5
service returning medic 2	5
29 i'll be all	5
10-4 26 you can	5
29 i'll be 10-8	5
check for a blue	5
the back of my	5
can assist on that	5
on that as well	5
26 i'll be checking	5
said he's been there	5
verified engine 3 is	5
kind of hard to	5
the door for us	5
i'll be 10-8 if	5
can you run an	5
going to be george	5
clifton and webb with	5
10-4 it sounds like	5
i think it's going	5
we check the area	5
the tracks i'll be	5
25 can you run	5
with john george henry	5
for dci starting mileage	5
male wearing a dark	5
it looked like he	5
to be utl we'll	5
there was a dispute	5
king out of david	5
we have one male	5
jackson out of cleveland	5
out of cleveland 25	5
you ask him what	5
a verbal argument that	5
the male is going	5
i'm speaking to the	5
a squad to the	5
13 i'm with him	5
but i don't know	5
if it's going to	5
they're not going to	5
we're going to continue	5
as soon as they	5
soon as they can	5
want to call cleveland	5
dispatch mike 3 is	5
you in a moment	5
26 valid no wants	5
we have an open	5
owner is going to	5
is bleeding from her	5
year old male date	5
old male date of	5
on their way to	5
house we'll be 10-8	5
been on the floor	5
16 what's your location	5
i copy warren madison	5
been parked for 3	5
i have one more	5
go ahead i was	5
way out to move	5
has some kind of	5
the 17 year old	5
go over there and	5
can try to call	5
if not start kufner	5
to 14312 detroit the	5
no wants has a	5
a suspended ccw permit	5
2-car mva one should	5
mva one should be	5
of clifton with a	5
with a silver toyota	5
18 year old son	5
not have a driver's	5
thinks he might be	5
might be going to	5
kind of vehicle is	5
i have a notice	5
with that male on	5
did you say you're	5
i'll be clear of	5
to a private property	5
we're still on scene	5
male he's a valid	5
a valid no wants	5
back and have her	5
i don't think we	5
on clifton just east	5
i'm in the jail	5
loud music coming from	5
to get more information	5
28 can you run	5
is going to get	5
report number for cit	5
after the light madison	5
with king tom x-ray	5
clifton and edwards with	5
here if you want	5
make sure they're all	5
is no longer in	5
longer in the area	5
checked all the way	5
vehicle's going to be	5
10-8 he's all set	5
i can take the	5
the jail ending mileage	5
24 i can get	5
in the parking garage	5
i'm sorry what's your	5
run a dl out	5
10-4 3 you can	5
that male is not	5
the two of them	5
got into an argument	5
in detroit i can	5
29 copy thank you	5
a warrant with us	5
be 10-8 with separate	5
i can send it	5
checked the area everything	5
the area everything checks	5
a ds for my	5
for both of them	5
first one is going	5
that should be a	5
start a squad this	5
out of cleveland 2017	5
have charges on him	5
caller back and see	5
you guys need any	5
24 i'm going to	5
18 can you copy	5
try name and date	5
should be the owner	5
before we got here	5
want any police involvement	5
up to the er	5
but he said he	5
we have a dog	5
a voicemail for the	5
be in the report	5
to emergency no license	5
they're going to send	5
can you put a	5
gave me a call	5
a number for a	5
if he wants to	5
alarm showing rear door	5
me at the car	5
on a 2018 ford	5
walking up the slide	5
and 5 are you	5
5 are you all	5
stewart out of cleveland	5
said to advise and	5
you have a female	5
could you assist a	5
i'm out i copy	5
there to pick up	5
to get in and	5
the owner showed up	5
owner showed up and	5
added my driver can	5
and there's a vehicle	5
for a 17 year	5
have enbridge respond to	5
odor coming from the	5
i'm pulling up now	5
medic 2 from medic	5
going to be around	5
dispatch medic 1 has	5
has returned to the	5
returned to the city	5
2 remain on scene	5
in the far right	5
117th i'm going to	5
2's arriving on scene	5
i think it's the	5
assign a report number	5
detroit crestmont north room	5
call my work phone	5
2 did you copy	5
copy we're back in	5
be out of here	5
here in a few	5
and name and date	5
then i have a	5
home at this time	5
at this time we'll	5
this time we'll be	5
he's going to have	5
the code to get	5
i have a traffic	5
right here i'll get	5
madison just east of	5
to be 19 for	5
keys in his car	5
kufner i'll be 10-8	5
are going to stand	5
for a couple hours	5
you need to call	5
but i'll be 10-8	5
now i don't see	5
thank you we're going	5
to be giving this	5
i have a second	5
area for a little	5
you see if he	5
got a warrant with	5
what's the address on	5
29 you can go	5
13 i'll be all	5
with a silver ford	5
i can get to	5
can you please call	5
make sure i got	5
16 can you get	5
complainant said it's been	5
return to service thank	5
to service thank you	5
detroit i'll get you	5
13 are you still	5
to the fedor 120-400	5
can go to lunch	5
you hear me at	5
hear me at 21	5
11820 edgewater apartment number	5
she's having difficulty breathing	5
medical attention we'll be	5
29 from the station	5
one of the males	5
called and said he	5
the owner has an	5
owner has an expired	5
detail we'll be 10-8	5
year old male wife	5
14819 clifton number 1	5
give me that plate	5
sorry i thought i	5
from bunts and madison	5
at the property room	5
notes added i'll be	5
in the westbound lanes	5
a picture of her	5
him added to the	5
can you have it	5
protection order against the	5
also has a protection	5
service there's no need	5
in front of kfc	5
old male 5'10 190	5
i copy madison and	5
male that lives there	5
copy i'll be 10-7	5
was all quiet on	5
for a 75-year-old female	5
you still set there	5
of 96 29 year	5
96 29 year old	5
and 213 can you	5
hear it from the	5
i got a 911	5
dc for the stop	5
give that back to	5
10-4 if you can	5
do i need to	5
need to go to	5
we got a hold	5
do you have it	5
to locate an obt	5
clifton cove apartments apartment	5
contact with her since	5
know how to get	5
sighted we'll be 10-8	5
motorist called said there	5
to harm himself and	5
give me the phone	5
him over the phone	5
up here no emergency	5
251 can you run	5
can you have someone	5
resident calls there's a	5
with king paul lincoln	5
try to locate an	5
a note to the	5
25 can you get	5
him to the trespass	5
you have the listed	5
medic 1 we're en	5
male at the bus	5
to be a little	5
dispatch medic 4 medic	5
4's en route to	5
and asked him to	5
could just print that	5
we're on scene at	5
can you send an	5
can show us out	5
out of his house	5
location is going to	5
in the process of	5
separated we'll be 10-8	5
of cleveland 27 year	5
could try to locate	5
no she did not	5
going to go talk	5
to go talk to	5
the area of hilliard	5
in the right lane	5
medic 3's are out	5
the parking lot they	5
back in service lpd	5
on the phone sounds	5
the phone sounds like	5
need that back can	5
in front of all	5
lakewood heights west of	5
be on a 2025	5
sorry i'm all set	5
warren in the post	5
22 can you check	5
can you check detroit	5
clifton for a fire	5
it back you can	5
be able to do	5
female locked her keys	5
a pedestrian struck by	5
pedestrian struck by a	5
you know if it	5
can remain in service	5
get back to the	5
to put it on	5
having a reaction to	5
show up for work	5
number 2 medic 2	5
i'll be on him	5
you run her through	5
if he has a	5
2 will be back	5
with king george henry	5
21 i'm all set	5
medic 3 son of	5
13900 detroit o'neill room	5
up i'm going to	5
me in the area	5
haven't seen or heard	5
are we all set	5
have a 10-16 that's	5
a 10-16 that's out	5
10-16 that's out of	5
to let him know	5
has it we're 10-8	5
17 i'll be 10	5
17 traffic 24 i'm	5
from the traffic stop	5
you repeat the plate	5
just west of cove	5
date of birth and	5
be standing behind the	5
warrant we'll be 10-8	5
it was quite an	5
was quite an arrival	5
this female is going	5
to let us know	5
going to the hospital	5
10-8 back in the	5
28 we're 10-8 from	5
looks like they're in	5
like they're in the	5
a call when you	5
24 copy thank you	5
up ahead of us	5
start a check on	5
for a 80 year	5
can you copy 2	5
1's arriving on scene	5
can you come to	5
you come to the	5
you get a description	5
okay i think i	5
the area for the	5
here and see if	5
said he's not sure	5
was a male in	5
i would like to	5
it's a civil matter	5
here and if you	5
had a parked car	5
a welfare check at	5
engine 3 from dispatch	5
you able to make	5
you have a good	5
for medic 2 can	5
2's on scene medic	5
could advise the jailer	5
service this was an	5
female shortness of breath	5
like he's going to	5
copy can you see	5
who does this list	5
29 can i be	5
back in service entry	5
give me the plate	5
me the plate again	5
just north of athens	5
route to the rock	5
to the rock hall	5
our way back to	5
26 i'll be 10-8	5
try to find obt	5
be trying to make	5
i'll be in a	5
and i'll be back	5
having thoughts of harming	5
he said he had	5
on his way down	5
be speaking with him	5
thank you for the	5
had a license valid	5
go ahead i'm on	5
old female they said	5
female they said she	5
clear we'll be 10-8	5
she's supposed to be	5
to the city with	5
you can just bring	5
she'll meet you in	5
this is a working	5
back in service for	5
medic 2 from car	5
dispatch engine 3 we're	5
is responding to the	5
engine 3 to dispatch	5
when we get there	5
a party at the	5
companies from car 2	5
medic 3 car 2	5
you guys can get	5
gonna be a little	5
i'm looking at the	5
get him i'll be	5
on the way up	5
i'll be on my	5
a black male about	5
black female with a	5
6 is in service	5
225 black and brown	5
dangerous violent tendencies escape	5
and brown she has	5
and st charles with	5
cleveland 43 year old	5
medic 3 will take	5
can you see a	5
don't see anything in	5
up here not an	5
here not an emergency	5
29 we'll take that	5
madison for a front	5
1 medic 3 respond	5
vehicle moved prior to	5
in front of barrio	5
a tree in the	5
remain on scene until	5
are going to return	5
dispatch from car 4	5
that he's going to	5
if you try to	5
with the caller she	5
the caller she said	5
come out and talk	5
out of akron on	5
of akron on a	5
you think you can	5
try to find him	5
she's having issues with	5
having issues with her	5
male in the parking	5
17 i copy detroit	5
argument between both parties	5
going to be behind	5
when you bet on	5
and see why it's	5
see why it's never	5
why it's never ordinary	5
it's never ordinary at	5
gambling problems call 1-800-bets-off	5
problems call 1-800-bets-off 21-plus	5
call 1-800-bets-off 21-plus only	5
1-800-bets-off 21-plus only must	5
21-plus only must be	5
the place is going	5
do you see that	5
see if he's a	5
i'll give her a	5
9 i'll be with	5
13 can you get	5
patient was evaluated and	5
the alarm company and	5
the male he checks	5
can you come in	5
that female in the	5
3 is out lakewood	5
did not answer the	5
i'm not sure why	5
don't know i'll be	5
that to the detail	5
vehicles parked on the	5
you could just make	5
of the women's pavilion	5
what time did this	5
can you tell the	5
with a separate if	5
the resident there is	5
1292 cove apartment 10	5
apartment 924 for a	5
3 to lakeshore towers	5
you can assist a	5
are there any issues	5
there any issues with	5
24 i'm on scene	5
the haven 1341 marlow	5
that they did not	5
can start a 24-hour	5
dispatch medic 1's taking	5
2 engine 2 check	5
he's gonna try to	5
11701 detroit the walgreens	5
to the hospital we'll	5
going to have him	5
2 i'll be at	5
the mail in the	5
valid no wants shows	5
i added my passenger	5
out of north carolina	5
3 respond to 118	5
2 truck 1 are	5
lake car 2 engine	5
on scene go ahead	5
going to go up	5
to go up and	5
2 on scene standing	5
back in service command's	5
in service command's terminated	5
try to reset it	5
check the light at	5
i copy that and	5
detroit on the 6th	5
just make sure you	5
to the property manager	5
i just had a	5
going to check okay	5
does not wish to	5
be 10-8 and i'm	5
me on the property	5
be out on detroit	5
the plate's going to	5
just called they said	5
called they said that	5
car in the parking	5
everything checked out okay	5
no signs of any	5
here i'll be clearing	5
front of the days	5
the days inn with	5
with a black chevy	5
with king tom john	5
can show me en	5
29 i'm in the	5
west clifton just south	5
get that listing back	5
that listing back please	5
you call me on	5
vehicle was sighted and	5
i believe it's a	5
no answer we'll be	5
answer we'll be 10-8	5
give the complainant a	5
to reach out to	5
10-4 i have a	5
common spelling first name	5
be 10-8 i'll be	5
of you available for	5
but they're out of	5
they're out of the	5
in the area or	5
suspended valid id he	5
for violent tendencies and	5
you hear me 21	5
and back in service	5
on a black ford	5
started a 24-hour on	5
at the main entrance	5
the marks parking lot	5
front of the fire	5
by the time i	5
dispatch medic is en	5
able to find her	5
can add him to	5
to be a lift	5
lift assist only patient	5
out in the front	5
from the east drive	5
doesn't want any further	5
can take the call	5
the call at the	5
a note on the	5
soon as i get	5
the jail to assist	5
unknown if there's any	5
18 you can just	5
need anything up there	5
call me real quick	5
jones out of cleveland	5
what are the numbers	5
that male was released	5
to get a ride	5
parked for over a	5
east and pick up	5
so there's a female	5
was cited and the	5
cited and the owner	5
they can come up	5
could start a 24-hour	5
gained i'll be 10-8	5
12400 madison apartment number	5
we're gonna try to	5
brown and brown for	5
on arrival spoke to	5
and advised them of	5
just west of mckinley	5
11 we'll be in	5
2026 43 year old	5
on it right now	5
i think i saw	5
to come back and	5
respond to detroit and	5
detroit the manager called	5
could you have a	5
could you check at	5
back in a second	5
year old male in	5
officers are en route	5
and hazel valid no	5
also going to be	5
just added to the	5
could you check for	5
for an obt please	5
wants to commit suicide	5
dispatch medic 3 will	5
dispatch medic 1's returning	5
medic 1's returning to	5
21 plus only must	5
plus only must be	5
you ask him if	5
for the second one	5
was issued a citation	5
pulling up right now	5
checked the area there	5
i'm trying to catch	5
terminate the pursuit immediately	5
they're going to contact	5
respond to westerly 14312	5
don't have any other	5
engine 3 on scene	5
217 are you all	5
and they're doing work	5
29 i'm out of	5
and franklin for a	5
able to get through	5
205 i'll be out	5
150 brown and brown	5
for an older male	5
you could check the	5
name of the person	5
she thinks she might	5
be having a heart	5
was struck by a	5
a run number for	5
front of the library	5
if i could get	5
i could get a	5
unable to gain entry	5
has the vehicle and	5
2 respond to 2216	5
she said she's in	5
you haven't already you	5
haven't already you can	5
3's back in the	5
was evaluated and refused	5
here i'll take that	5
her blood pressure is	5
we're all set i'm	5
lake for a white	5
i'm a little bit	5
cited i'll be 10-8	5
with new jersey listing	5
complainant is requesting we	5
making a lot of	5
can you check madison	5
29 they're all set	5
of the take 5	5
we're trying to figure	5
units are in service	5
the owner he said	5
this for a second	5
the 19 real quick	5
see you in the	5
in an unknown direction	5
get the description one	5
rest of us are	5
he doesn't want any	5
advised him of the	5
keep it down and	5
12 i'll be out	5
car 2 are out	5
in the upstairs unit	5
no smoke or flames	5
i'm out 211 traffic	5
waiting in a white	5
have any more information	5
and he said he	5
have one of the	5
year old female down	5
going to have one	5
alarm company said they	5
i'll be riding in	5
the house and the	5
to the left of	5
know the name of	5
want to know if	5
over to the side	5
yeah i was just	5
try to get ahold	5
all the way up	5
know if it was	5
a contact number for	5
i'm right around the	5
are we good to	5
a number for that	5
they gave me a	5
20 i'll be on	5
cars on the road	5
and one of the	5
old male says he	5
be back en route	5
there's a homeless male	5
said he can hear	5
able to stop up	5
that vehicle and i	5
to 14312 detroit apartment	5
in the tracks with	5
a little closer i	5
little closer i can	5
of parma for failure	5
cautions for drug abuse	5
been going off for	5
up to the hospital	5
in a 19 with	5
we're going to make	5
3's in service we'll	5
a female that's been	5
accessible we'll be 10-8	5
sitting in the parking	5
there was no one	5
you send it to	5
did not wish to	5
not have a description	5
partially black in the	5
is blocking the driveway	5
in front of corky's	5
respond to the lakehouse	5
out there quite a	5
it was quiet upon	5
a deal for you	5
for ovi can you	5
up here real quick	5
home for the night	5
a female to the	5
took possession of the	5
old male he's a	5
door on the east	5
respond to mcdonald's 16407	5
to mcdonald's 16407 detroit	5
to take the report	5
did you check the	5
medic 2 copy back	5
want to notify cleveland	5
you guys can clear	5
car 2 will have	5
at the cleveland clinic	5
some issues with the	5
back in service release	5
scene turned over to	5
medical 1 is taking	5
to the lobby of	5
the lake shore towers	5
towers 125 06 edgewater	5
copy medic 2 to	5
be able to walk	5
the building in the	5
traffic all other companies	5
detroit for a commercial	5
door alarm at the	5
i'll be at 10-8	5
we checked the surrounding	5
we're unable to locate	5
anyone matching that description	5
3 to the winton	5
you look for a	5
look for a phone	5
there's some sort of	5
medic 1 is returning	5
from engine 3 the	5
you can notify cei	5
to stay on the	5
out at the berkshire	5
when you guys get	5
there in a couple	5
truck 1 engine 3	5
service car 2 is	5
here we'll be out	5
see if it's a	5
said that they are	5
you send me your	5
with a disabled vehicle	5
engine 3 are out	5
minutes ago he was	5
4 is in service	5
engine 3 did you	5
attention companies car 2	5
for a trouble call	5
to speedway 1511 warren	5
has been there for	5
there for about an	5
and hurd with king	5
coming in for a	5
me out on the	5
they're set here i'll	5
you have an address	5
fedor 12400 madison apartment	5
she stated she was	5
taco bell 1-5500 detroit	5
madison the fedor manor	5
in her apartment and	5
investigate all companies go	5
medic 4 en route	5
1 are going to	5
hazel he's valid no	5
3 engine 3 respond	5
she did not show	5
she's not answering her	5
12506 edgewater apartment 703	5
on one of the	5
trying to get them	5
you can tell me	5
said they spoke with	5
female to the detail	5
out of the list	5
had a note we'll	5
to the side door	5
21 i'll be checking	5
wearing a black hat	5
they're going to come	5
19 with him for	5
we'll be clear from	5
