trigram	count
to 15 are	5
northbound on 117th	5
that the car	5
i'm all in	5
of cleveland 25	5
have a cch	5
that's the registered	5
ask him what	5
at 19 for	5
that's all right	5
verbal argument that	5
with his parents	5
on it please	5
half in the	5
want to respond	5
that last name	5
if it's going	5
going to work	5
the lakewood ed	5
they're not going	5
but i'll call	5
as they can	5
to the district	5
can let them	5
the state park	5
24 i'm at	5
26 valid no	5
the list for	5
the plate you	5
to a honda	5
of the train	5
vehicle with a	5
old male date	5
ida nora sam	5
that are going	5
welcome back to	5
she's been on	5
upstairs medic 2	5
16 what's your	5
a blue mazda	5
white vehicle that's	5
ahead i was	5
female there that	5
has some kind	5
dealt with them	5
up going to	5
the number to	5
not start kufner	5
having stomach pain	5
9 4 8	5
wants has a	5
suspended ccw permit	5
mom said he's	5
said they've been	5
for the listed	5
mva one should	5
set and i'll	5
20 of 26	5
thing out of	5
toyota camry expires	5
like you guys	5
her she's at	5
of vehicle is	5
have a notice	5
the owner lives	5
his phone or	5
to see where	5
24 did you	5
causing a hazard	5
i'm here now	5
speak with this	5
within 3 feet	5
feet of the	5
of burger king	5
madison and halstead	5
at her door	5
she said his	5
there looks like	5
we advised him	5
in apartment 3	5
don't think we	5
and he got	5
william david lincoln	5
a ds attached	5
with a green	5
2026 44 year	5
loud music coming	5
we're having a	5
just talk to	5
in she said	5
on the trail	5
33 valid no	5
29 on the	5
can't tell me	5
her she's in	5
out he was	5
volkswagen station wagon	5
15 and 22	5
was arrested for	5
10-16 on an	5
and said it's	5
a place to	5
the light madison	5
apartment number 301	5
301 medic 3	5
a vehicle for	5
edwards with king	5
a suspended permit	5
respond back over	5
sure they're all	5
you've been disregard	5
civil issue between	5
between her and	5
7 5 7	5
and marlowe with	5
29 clifton and	5
be king frank	5
vehicle's going to	5
right across from	5
we're with him	5
plate can you	5
10-8 he's all	5
jail ending mileage	5
ix number to	5
that party was	5
henry ocean king	5
the garage is	5
can find anything	5
went to voicemail	5
your cross street	5
cross street on	5
10-4 3 you	5
and that's a	5
and she's saying	5
the two of	5
copy i'm checking	5
in open container	5
answering the phone	5
throwing up and	5
and is very	5
23 is out	5
29 copy thank	5
warrant with us	5
is set up	5
the back up	5
160 black brown	5
11 do we	5
area everything checks	5
either of them	5
27 do you	5
or i can	5
john henry queen	5
out of strongville	5
the 117th and	5
a few things	5
charles henry edward	5
westbound at 117th	5
coming back i	5
of cleveland 2017	5
know i'm not	5
it at all	5
on it was	5
and myself and	5
west of there	5
she said now	5
1 that was	5
guys need any	5
need any more	5
off in a	5
with two males	5
the direction of	5
try name and	5
robert ida sam	5
sam sam adam	5
has any vehicles	5
when the call	5
amount of time	5
that vehicle hit	5
vehicle hit a	5
of the ohio	5
can hear people	5
he's having an	5
edward nora david	5
i'll just go	5
nobody answered the	5
we need someone	5
talking to his	5
just let the	5
the hospital staff	5
information for the	5
they can just	5
so i'll send	5
having abdominal pain	5
you can access	5
we've had a	5
122 23 madison	5
can i try	5
call back to	5
i'll look for	5
for a truck	5
she said she'd	5
king david john	5
look for the	5
i'm clear for	5
25 who's that	5
you'll have to	5
to do 19	5
the resident is	5
i can pick	5
it up at	5
i think your	5
up the slide	5
have two 10-16s	5
for family offense	5
to check with	5
they said to	5
gonna check on	5
send him on	5
inside of her	5
just tried to	5
of the drive	5
they're gonna advise	5
him to get	5
get in and	5
disregard the owner	5
the owner showed	5
lakewood north of	5
to have his	5
his head and	5
in an argument	5
215 go ahead	5
warren south madison	5
for a 17	5
she's having severe	5
warren in athens	5
said she went	5
enbridge respond to	5
and i'll also	5
be around the	5
was advised we	5
2 remain on	5
16 we're 10-7	5
we've been released	5
been released by	5
truck 1 205	5
we're gonna respond	5
and just make	5
far right lane	5
2 we have	5
117th i'm going	5
with a ford	5
2's arriving on	5
damage on the	5
10-4 is it	5
have me on	5
the one you	5
assign a report	5
i'm sorry are	5
in about 5	5
his face and	5
number and a	5
medic 3 arriving	5
2 copy we're	5
copy we're back	5
get the car	5
car out of	5
and name and	5
i couldn't see	5
doing some follow-up	5
home at this	5
this time we'll	5
time we'll be	5
and lincoln i'll	5
was advised she	5
i can hit	5
a female yelling	5
a firearm in	5
verbal argument parties	5
no threats were	5
24 10-7 10-8	5
madison just east	5
george queen king	5
think it's coming	5
a third car	5
10-4 there's a	5
adam mary adam	5
advised we have	5
ida nora george	5
here and we'll	5
kufner i'll be	5
with a tow	5
11850 edgewater number	5
apartment for a	5
quite on arrival	5
make my way	5
as the vehicle	5
any more calls	5
female a ride	5
can probably clear	5
216 and 224	5
the detroit and	5
me when i	5
got all the	5
virginia listing tom	5
us when you	5
brown black 4	5
narcotic equipment possession	5
is complaining that	5
out on clearance	5
any history for	5
the waterford number	5
plates in the	5
get to a	5
lake road for	5
said he'd be	5
sure i got	5
got it right	5
moved we're 10-8	5
a wire in	5
and woodward with	5
to service thank	5
boulevard for a	5
federal 14806 detroit	5
14806 detroit for	5
off car 2	5
is the squad	5
only no injuries	5
ida lincoln adam	5
young sam henry	5
sloan and kenilworth	5
and kenilworth with	5
detroit a resident	5
the street called	5
lot right now	5
24 we're 10-8	5
the fedor 120-400	5
fedor 120-400 madison	5
is there with	5
216 we'll be	5
hear me at	5
me at 21	5
apartment number 710	5
dispatch from cart	5
with this address	5
25 i'll take	5
vehicle at the	5
reached out to	5
side of cleveland	5
9-3 i copy	5
medical attention we'll	5
attention we'll be	5
90 brown and	5
21 we're 10-8	5
take it up	5
it up for	5
that they're gonna	5
they're gonna take	5
has a broken	5
david young victor	5
head there before	5
old male wife	5
to 14819 clifton	5
the car so	5
i agree with	5
out on scene	5
of in the	5
will be investigated	5
thanks for joining	5
that's just the	5
go get the	5
for several days	5
it he said	5
notes added i'll	5
took a picture	5
picture of her	5
she's unsure if	5
the neighbor called	5
large amount of	5
at the tracks	5
to him in	5
there may be	5
he's wearing all	5
for bed bugs	5
him added to	5
on lake just	5
for a grey	5
copy we can	5
belle and marlowe	5
male possibly having	5
edgewater there's a	5
street at the	5
against him the	5
her and said	5
the chain is	5
the female we're	5
call on detroit	5
male 5'10 190	5
190 brown and	5
green not valid	5
been having issues	5
it is it	5
at the fairview	5
may i get	5
going to apartment	5
her thank you	5
on the table	5
a 75-year-old female	5
of 96 29	5
96 29 year	5
responding to a	5
apartment 314 medic	5
king edward charles	5
yeah i'm out	5
and 213 can	5
was going eastbound	5
westbound in the	5
in the eastbound	5
were out here	5
do we want	5
me i don't	5
is that male	5
i lost him	5
caller is at	5
somebody on the	5
the building or	5
caller he said	5
to him he	5
he thinks it	5
if anybody has	5
son of a	5
everything in the	5
the area where	5
with a flashlight	5
have any phone	5
do i need	5
hard to tell	5
any history here	5
george ida sam	5
to find his	5
history with him	5
no longer lives	5
swing back around	5
he's coming down	5
can get back	5
the car a	5
detroit employee called	5
to call an	5
in the business	5
lakewood if you	5
please add him	5
with paul nora	5
complainant is a	5
is the female	5
son he said	5
no i'm good	5
back you up	5
check 90 westbound	5
motorist called said	5
want to assist	5
with a john	5
said for the	5
he told her	5
and now she	5
want to harm	5
kind of assistance	5
the male does	5
for the 24-hour	5
and madison on	5
that vehicle's been	5
unit up here	5
251 can you	5
lincoln edward nick	5
david edward nick	5
on a firearm	5
came back on	5
hit on a	5
engine 3's arriving	5
vehicle and a	5
when i come	5
all be clear	5
on the 19	5
the 19 with	5
resident calls there's	5
in a truck	5
for a copy	5
i'm sorry to	5
i'll see what	5
of the company	5
assist the squad	5
note to the	5
olive for a	5
haven at lakewood	5
at signature health	5
george robert edward	5
off the property	5
the trespass list	5
show us a	5
just passed out	5
fairview engine 3's	5
4 i copy	5
and asked him	5
by a dog	5
i advised the	5
well in the	5
suffers from schizophrenia	5
are they at	5
you send an	5
year old sister	5
make sure to	5
location is going	5
a tree that	5
the process of	5
be the right	5
the right address	5
the door with	5
this thing is	5
on the northwest	5
truck and a	5
lake speak with	5
a while and	5
familiar with this	5
get with the	5
which is a	5
10-4 this is	5
there for two	5
worried about the	5
wrong with her	5
of cleveland 27	5
10-4 21 disregard	5
possibly a consumer	5
a consumer she	5
no she did	5
to go talk	5
i'll just check	5
didn't see a	5
area of hilliard	5
put her in	5
now so you	5
he thought he	5
now in a	5
they still have	5
him up on	5
the phone sounds	5
phone sounds like	5
that back can	5
pulled into a	5
lakewood heights west	5
of 117th king	5
the street right	5
go ahead to	5
up with this	5
a separate can	5
i'm waiting on	5
21 i'll get	5
of those males	5
16 what's the	5
of the tow	5
10-4 i'll send	5
217 i have	5
to assist you	5
detroit and brockley	5
a crash notification	5
that was driving	5
was just having	5
i'll be talking	5
you check detroit	5
120 15 clifton	5
pedestrian struck by	5
lakewood engine 3	5
if it looks	5
a cleveland accident	5
light at clifton	5
call on it	5
on it so	5
wanting to know	5
but i'll check	5
henry queen king	5
it we got	5
flash if you	5
in his blue	5
of athens king	5
having a reaction	5
a reaction to	5
station 3 to	5
john yesterday x-ray	5
103 for a	5
didn't show up	5
up for work	5
17 could you	5
copies we're back	5
medical on the	5
a bike madison	5
for a party	5
with a 10	5
be on him	5
228 are you	5
dispatch mac 1	5
and lakeland with	5
henry x-ray frank	5
21 i'm all	5
on my phone	5
medic 3 son	5
3 son of	5
o'neill health center	5
vehicles are parked	5
are parked in	5
up i'm going	5
he couldn't tell	5
haven't seen or	5
able to be	5
madison king george	5
are we all	5
10-16 that's out	5
anything back from	5
the complainant's driveway	5
205 i copy	5
and handle the	5
we've got him	5
there's anything i	5
of that parking	5
22 this is	5
17 traffic 24	5
from the traffic	5
22 on the	5
a florida dl	5
trying to drive	5
have a ticket	5
franklin go ahead	5
no longer allowed	5
repeat the plate	5
of birth and	5
robert edward lincoln	5
paraphernalia i'll be	5
be standing behind	5
standing behind the	5
behind the back	5
is king edward	5
in the restaurant	5
that one i	5
so i see	5
on it too	5
we might be	5
warrant we'll be	5
my stop and	5
and cove king	5
i'm with a	5
mars in detroit	5
have your partner	5
want to do	5
stay with her	5
to take this	5
her face is	5
i copy yeah	5
10-8 back in	5
calling in to	5
at a parma	5
her neighbor is	5
that the people	5
28 we're 10-8	5
and he's worried	5
into the road	5
a white acura	5
the alger overpass	5
you could take	5
in service dispatch	5
the numbers for	5
thank you dispatch	5
call when you	5
24 copy thank	5
route to clifton	5
is engine 3	5
3 if you're	5
llc on a	5
sleeping in his	5
was evaluated refuse	5
this is sergeant	5
hasn't moved in	5
we checked on	5
attempt to find	5
you're back in	5
for a 80	5
want them back	5
i'm sorry where	5
could you notify	5
in a fire	5
20-4 i'm 10-8	5
on warren just	5
x number please	5
madison and grace	5
please get the	5
get the dl	5
25 and 229	5
detroit and the	5
said her daughter	5
area over here	5
i was coming	5
if they went	5
going to use	5
here and see	5
5 if you	5
said at the	5
tell me was	5
25 valid no	5
had a parked	5
henry henry charlie	5
station do you	5
female shortness of	5
a registered owner	5
at all please	5
with new york	5
a silver hyundai	5
does this list	5
get him franklin	5
to the homeowner	5
is truck 1	5
29 all set	5
give you 21	5
of athens with	5
be a consumer	5
we'll be around	5
didn't find anything	5
and 16 are	5
over here i	5
26 can i	5
13 i'm 10-7	5
grace with king	5
in the list	5
call in the	5
4 6 2	5
hey you can	5
10-4 what's the	5
yeah i do	5
anybody at the	5
this way for	5
the area it	5
would meet you	5
called i guess	5
called mobile crisis	5
his way down	5
they're pulling up	5
any cars in	5
that male voluntarily	5
medic can you	5
looks back to	5
attached to that	5
ahead i'm on	5
thinks it's a	5
q19 for a	5
resident called about	5
the city with	5
detroit and ridgewood	5
bed 1 medic	5
13 stall door	5
a room number	5
can just bring	5
is a working	5
that was left	5
and out at	5
service in the	5
warren and emily	5
for property inbound	5
205 and 213	5
responding back to	5
city for a	5
clifton can you	5
companies from car	5
medic 3 car	5
guys can get	5
can just use	5
202 you can	5
car parked in	5
to 11849 clifton	5
if it's not	5
the key is	5
up thank you	5
home health care	5
health care nurse	5
in a chair	5
to the touch	5
13 i got	5
respond here for	5
black male about	5
a giant eagle	5
giant eagle and	5
225 black and	5
supervised release status	5
and brown she	5
you hear the	5
was concerned because	5
to my phone	5
she lives there	5
you're talking about	5
george x-ray king	5
cleveland 43 year	5
7 7 9	5
3 will take	5
one more unit	5
here not an	5
6 i can	5
we made entry	5
from the day's	5
a squad on	5
king mike zebra	5
of the meridian	5
on the roadway	5
the building check	5
vehicle moved prior	5
front of barrio	5
sparks coming from	5
you notify cei	5
miles out of	5
he said he'd	5
if you try	5
now for the	5
difficulty breathing 1346	5
you guys with	5
property from the	5
set will be	5
us back to	5
that someone might	5
of akron on	5
akron on a	5
white suv that's	5
she's having issues	5
copy from 117th	5
205 you can	5
female does not	5
waiting outside for	5
another male in	5
copy detroit 117	5
with the parties	5
it was already	5
flagged over by	5
can make a	5
madison i have	5
refused any medical	5
options will be	5
argument between both	5
brown brown suspended	5
lives there he	5
to be behind	5
when you bet	5
you bet on	5
i know where	5
from now on	5
download the app	5
and see why	5
why it's never	5
it's never ordinary	5
never ordinary at	5
gambling problems call	5
problems call 1-800-bets-off	5
call 1-800-bets-off 21-plus	5
1-800-bets-off 21-plus only	5
21-plus only must	5
be stopping king	5
detroit from the	5
dispatch minute 2's	5
i'll give her	5
right now they	5
on the lakeland	5
a 2010 black	5
be a negative	5
with king harry	5
valid no harm	5
nora tom edward	5
alarm company and	5
and 211 can	5
11 i'll get	5
john x-ray x-ray	5
24-hour check at	5
out of breath	5
yeah we got	5
is out lakewood	5
parking permission on	5
10-16s on a	5
county for a	5
for that warrant	5
lakewood on a	5
heading to madison	5
i asked him	5
back to uh	5
able to head	5
they look like	5
through the park	5
get them back	5
up and get	5
time did this	5
think he has	5
him up to	5
cove apartment 10	5
1292 cove number	5
lakewood emergency room	5
apartment 924 for	5
a female locked	5
with henry ocean	5
on the cove	5
lake engine 3	5
for a side	5
3 to lakeshore	5
new life church	5
can assist a	5
there any issues	5
i found one	5
haven 1341 marlow	5
says that they	5
and print it	5
on scene they	5
to know how	5
the past week	5
and screaming and	5
medic 2 that	5
may have went	5
as well i'm	5
in any way	5
minutes if you	5
you'd like to	5
of the location	5
dispatch we're on	5
is to the	5
respond to 1415	5
will be cleared	5
16 i'm going	5
the driver to	5
stated that the	5
call to see	5
and if so	5
the north coast	5
can get out	5
10-8 i need	5
good to see	5
513 medic 3	5
clifton king john	5
no wants shows	5
added my passenger	5
of north carolina	5
1 son of	5
is a problem	5
scene go ahead	5
out standing by	5
on scene all	5
in service command's	5
service command's terminated	5
and the male's	5
box in the	5
and madison that	5
12 we have	5
have the station	5
detroit with henry	5
17 car 0	5
her license plate	5
because she was	5
that's been going	5
221 and 217	5
to the edgewater	5
detroit and elber	5
go ahead 10-4	5
lewis i'll be	5
with henry mary	5
hit a car	5
going to terminate	5
the plate's going	5
see it on	5
was just saying	5
not see that	5
that car in	5
signs of any	5
clifton just south	5
out of chicago	5
the rest for	5
received a 911	5
a female arguing	5
john mary henry	5
en route fairview	5
a 15 year	5
no answer we'll	5
give the complainant	5
tried to reach	5
we're in detroit	5
you were calling	5
to put her	5
there's nobody at	5
ran into a	5
why don't we	5
this one is	5
out i'm on	5
here at this	5
days ago and	5
medic 3 station	5
here myself and	5
15 i'm in	5
matching the description	5
the area or	5
lakewood car 2	5
found on the	5
valid id he	5
hear me 21	5
i said to	5
he attempted to	5
vehicle and i'll	5
lake on a	5
117th in the	5
of that apartment	5
do not i	5
corner for a	5
lockout on a	5
he spoke to	5
marks parking lot	5
14861 detroit for	5
warren and clifton	5
clifton i can	5
the time i	5
on him he	5
to 13202 hazelwood	5
with this juvenile	5
for starting mileage	5
131 23 detroit	5
pain all over	5
female pressed her	5
her medical pendant	5
one to metro	5
advised on trespassing	5
can add him	5
out on cove	5
assist only patient	5
transport release obtained	5
burger king on	5
a hispanic female	5
verbal argument the	5
it's the downstairs	5
have you run	5
and that's going	5
respond up here	5
can i also	5
the frye overlook	5
when we arrived	5
to that one	5
here just a	5
a squad at	5
note on the	5
the squad know	5
advised the male	5
jail to assist	5
ride with the	5
be right in	5
unknown if there's	5
10-4 could you	5
12 i'm gonna	5
go ahead 2	5
over here with	5
need anything up	5
what you said	5
we'll be good	5
need anything else	5
starting mileage 2	5
call me real	5
real quick please	5
22 i'm in	5
mcdonald's on 117th	5
also on scene	5
be outside here	5
me down and	5
did not receive	5
east and pick	5
of this address	5
park it's a	5
it's a 2010	5
to it is	5
you stop and	5
gained i'll be	5
she's locked out	5
male they need	5
to the person	5
and i had	5
says she's in	5
all we have	5
belle suite 300	5
on arrival spoke	5
arrival spoke to	5
if you did	5
on a dark	5
10-16 with caution	5
station with that	5
not you can	5
to the watch	5
2026 43 year	5
she fell she	5
the complainant's in	5
17 and 29	5
the at t	5
think i saw	5
have you been	5
it out with	5
cars have been	5
black and blue	5
to the trust	5
the street or	5
117 medic 3	5
old male in	5
dealt with her	5
officers are en	5
250 black and	5
a probation violation	5
211 i have	5
his phone and	5
with engine 3	5
brown medic 1	5
1 copy you	5
go to madison	5
wants to commit	5
fairview truck 1's	5
to them and	5
we're arriving at	5
she can get	5
medic 1's returning	5
1's returning to	5
and dispatch to	5
lakewood park i	5
gambling problem call	5
21 plus only	5
plus only must	5
be on this	5
be the caller	5
bonnevue for a	5
at the city	5
pulling up right	5
step outside and	5
you talk to	5
and he believes	5
madison i'll get	5
9 6 6	5
all be out	5
the pursuit immediately	5
to notify the	5
but i couldn't	5
issues with him	5
possibly in the	5
male and he	5
return back to	5
you the code	5
and her car	5
he has multiple	5
transport to county	5
and madison and	5
work at the	5
id verified we're	5
side of franklin	5
that plate again	5
patient and one	5
117th for an	5
seems to have	5
have the name	5
copy and name	5
show us back	5
it i have	5
car into the	5
flag me down	5
until i get	5
i get there	5
the people are	5
be a red	5
run number for	5
for the unit	5
their way there	5
scene engine 2	5
engine 2 do	5
notes i'm 10-8	5
it off the	5
as a stolen	5
vehicle just hit	5
like to meet	5
he still has	5
i'm going in	5
we'll see you	5
haven't already you	5
evaluated and refused	5
8 7 0	5
at the last	5
would like the	5
there's a honda	5
and it shows	5
get that male's	5
212 will be	5
12 and 16	5
see the truck	5
one patient one	5
car is here	5
the front car	5
making a lot	5
cook and lake	5
show us how	5
on bunts and	5
with the registrar	5
to appear traffic	5
start this way	5
for us please	5
her from the	5
madison apartment 2	5
no music playing	5
get a medicine	5
of the take	5
units are in	5
and brown is	5
i can't copy	5
spoke to those	5
i would have	5
run a party	5
19 in this	5
i'm 10-8 if	5
the tow sheet	5
the 19 real	5
keys for the	5
her front door	5
in an unknown	5
clear from clifton	5
i thought he	5
i'm talking about	5
the garage door	5
smoke detector is	5
out 211 traffic	5
in that unit	5
was referring to	5
the building they	5
copy code 3	5
12 copy that	5
that was at	5
it's a 2022	5
a 2022 white	5
to fairview park	5
said they just	5
you have one	5
old female down	5
to come check	5
keeping an eye	5
the one at	5
i didn't say	5
one of these	5
directly across from	5
route with the	5
he just went	5
need me at	5
and madison now	5
should be down	5
what were you	5
the male from	5
said he did	5
the left of	5
of the juvenile	5
getting in the	5
do they know	5
has been a	5
going east on	5
two females in	5
here he's gonna	5
help you out	5
come and get	5
and get him	5
get him over	5
a minute and	5
walking to the	5
and respond to	5
and take it	5
is here in	5
out but it's	5
females that are	5
to take your	5
way up here	5
down here by	5
madison this is	5
it's probably the	5
the building by	5
here on madison	5
contact number for	5
i'm right around	5
here and take	5
from my car	5
i'm sorry a	5
so i'll just	5
tow for this	5
i'd appreciate it	5
we good to	5
i believe that's	5
clear and i	5
bring it back	5
madison if you	5
in that car	5
be back en	5
having an episode	5
216 and 205	5
and madison medic	5
marlowe and detroit	5
said it's an	5
so it might	5
you on your	5
on the deck	5
the smell of	5
in on her	5
you try it	5
madison and ridgewood	5
will be stopped	5
little closer i	5
first name tom	5
you don't want	5
for 5 minutes	5
and didn't hear	5
on the steps	5
to lakewood ev	5
edward robert sam	5
she was waiting	5
the building at	5
yeah we're going	5
right here in	5
isn't feeling well	5
going to bring	5
is clear and	5
accessible we'll be	5
13 back up	5
them to keep	5
212 and 229	5
was no one	5
you guys try	5
call the number	5
that she did	5
did not wish	5
a report about	5
believe they were	5
if that's the	5
what i have	5
driver's not driving	5
a ford f-150	5
car and then	5
front of corky's	5
out of court	5
who has the	5
out there quite	5
deal for you	5
for ovi can	5
ovi can you	5
up here real	5
we're ready for	5
as she was	5
i got an	5
the building now	5
checks okay we	5
riverside and riverway	5
secured we'll be	5
to mcdonald's 16407	5
bag full of	5
left the store	5
yes i did	5
picture of him	5
be east of	5
city if you	5
to notify cleveland	5
still with the	5
they have someone	5
transporting one female	5
to show up	5
2 will have	5
a silver subaru	5
burglary alarm showing	5
call back they	5
scene turned over	5
from car 5	5
towers 125 06	5
complainant says she	5
file for this	5
says he was	5
apartment number 17	5
and injured her	5
him up and	5
medic 1's clear	5
they say he's	5
for the lunch	5
looks like just	5
traffic all other	5
forward it to	5
they left the	5
john walter mary	5
1381 bunts number	5
there's some sort	5
97 year old	5
can notify cei	5
wires down here	5
on scene investigating	5
was for us	5
we'll head back	5
we were at	5
engine 3 also	5
he's in apartment	5
a black volkswagen	5
she found the	5
but they do	5
ago he was	5
sorry is that	5
there you guys	5
or on the	5
service and will	5
engine 3 did	5
attention companies car	5
they don't see	5
for a trouble	5
alarm in the	5
in the neighborhood	5
to speedway 1511	5
has been there	5
them a ride	5
check can you	5
in for ovi	5
like there's an	5
assault on a	5
attempt to assist	5
taco bell 1-5500	5
bell 1-5500 detroit	5
not see anyone	5
1522 west clifton	5
very unlike him	5
to know what	5
town and country	5
it's a single	5
medic 4 en	5
1 are going	5
anything on that	5
from this call	5
neighbor across the	5
they had an	5
had an argument	5
smoking marijuana and	5
resident that lives	5
advised that she's	5
chesterland for a	5
any more police	5
what she was	5
he was already	5
of the list	5
19 i'll get	5
and blossom park	5
was inside the	5
if he does	5
at the cvs	5
lot i'll get	5
they're just waiting	5
at the circle	5
make me a	5
i'm sorry for	5
29 we're in	5
a vehicle hit	5
like a couple	5
he's going back	5
clifton right now	5
vehicle is king	5
you send him	5
year old brother	5
has not heard	5
for her welfare	5
the fedor number	5
to the county	5
and it's all	5
the sidewalk at	5
he's struggling to	5
to get home	5
and 2 of	5
getting in a	5
29 kufner has	5
hour and he	5
he's gonna have	5
we're clear here	5
the scene of	5
the special attention	5
a month ago	5
he's still at	5
we get that	5
name one more	5
description of what	5
can't find anything	5
you guys give	5
29 let me	5
northland for a	5
a 2009 chevy	5
driven by a	5
male complainant said	5
since last night	5
just put it	5
let her go	5
on go ahead	5
could add that	5
i have is	5
to carry a	5
his mom is	5
his hands up	5
back here and	5
anyone else in	5
from this morning	5
going to help	5
going in the	5
license expired no	5
to enter the	5
and lake for	5
gonna be sam	5
out of station	5
for a small	5
to 90 eastbound	5
old female 5'8	5
on that and	5
wait in the	5
he thinks that	5
saw the male	5
nothing shown from	5
9 i'm with	5
franklin medic 3	5
scene right now	5
our way to	5
could start kufner	5
there trying to	5
injury to person	5
17 to 29	5
to that car	5
can you reopen	5
16408 madison number	5
was up there	5
that she didn't	5
can get up	5
it here in	5
the office and	5
notes and i	5
gone prior to	5
in the notes	5
101 for a	5
101 medic 3	5
lakewood and franklin	5
was set off	5
were advised not	5
to dollar general	5
general 13215 detroit	5
he pulled over	5
13 i'm sorry	5
with a 19	5
on the gas	5
you let them	5
falling out of	5
everybody in the	5
copy myself and	5
could show me	5
10 minutes out	5
from the westerly	5
plate in front	5
a complaint about	5
of the children	5
on it at	5
in my vehicle	5
okay i see	5
gas outside the	5
lakewood cars just	5
driving through the	5
john charlie lincoln	5
you can enter	5
black ford truck	5
that her husband	5
on a smith	5
there a reason	5
franklin gas with	5
have to check	5
in the drive-thru	5
you also dispatch	5
at 12 000	5
this is car	5
up with him	5
17 i'm 10-7	5
and drug abuse	5
having suicidal thoughts	5
the chase bank	5
at cove and	5
wire in the	5
scene do you	5
from the north	5
219 i copy	5
new york dl	5
problem at this	5
to the main	5
3 it's on	5
male with severe	5
i'll go get	5
go get him	5
1614 lakewood apartment	5
lakewood apartment 1	5
detroit detroit extension	5
from car 8	5
46 years old	5
id cautions for	5
in here in	5
sitting in their	5
21 if you	5
1 car is	5
going to clifton	5
caller say if	5
in her room	5
they're still on	5
transporting female to	5
edgewater at the	5
another call from	5
smoke detector in	5
the building if	5
you could call	5
the southbound lane	5
to go into	5
times to leave	5
is with us	5
in addition to	5
male on his	5
party call of	5
get up and	5
this is what	5
to wake him	5
that vehicle pc	5
the winking lizard	5
the building he's	5
i'm heading that	5
the light it's	5
a complaint in	5
sort of mental	5
time of this	5
into the residence	5
may need to	5
hospital i'll be	5
is failure to	5
in service they'll	5
there a couple	5
franklin apartment 3	5
else is going	5
go for medic	5
us to head	5
the name on	5
please go to	5
from new york	5
cook for a	5
i just added	5
waiting on his	5
to pull in	5
105 for a	5
hour and a	5
to advise that	5
right now he	5
answer the phone	5
have you on	5
you on that	5
clifton to detroit	5
nicholson i'll be	5
dispatch medic freezing	5
him on camera	5
lights and sirens	5
in and get	5
want to keep	5
in there for	5
the tracks i	5
29 franklin and	5
clear if you	5
19 on 10	5
the first letter	5
she's gonna meet	5
clifton and st	5
also did not	5
okay and she	5
117th with john	5
have somebody from	5
go back on	5
got multiple 10-16s	5
you stop over	5
you run another	5
a fingerprint scanner	5
no one's there	5
of cleveland 24	5
10-4 19 disregard	5
just parked in	5
the vehicle out	5
want to ask	5
we can bring	5
him a couple	5
owner's coming out	5
king queen tom	5
16 and 9	5
back into her	5
no he's not	5
the house there	5
owner is moving	5
can continue with	5
16 do you	5
and i should	5
parking lot next	5
3 dispatch from	5
the vehicle left	5
blood clot in	5
17 10-7 lunch	5
and cook king	5
turned on the	5
see any smoke	5
you i got	5
1314 west 117th	5
a male possibly	5
he can show	5
on the opposite	5
the opposite side	5
type of disturbance	5
are out to	5
the building was	5
nothing on our	5
has command all	5
talking to us	5
she's alert and	5
29 squad assist	5
taken out of	5
was just there	5
tow notice was	5
into a white	5
left in an	5
unknown if she's	5
if she's injured	5
of the toyota	5
showing a male	5
winton place 12700	5
her up and	5
3 do we	5
we spread some	5
absorbent on a	5
for a 77-year-old	5
me i have	5
i go north	5
back door alarm	5
she should have	5
guys can check	5
female calling from	5
19 i'm right	5
and has an	5
17 you go	5
probation violation original	5
got a name	5
robert tom edward	5
robert first name	5
gave me comes	5
to reinstate id	5
copy that thanks	5
male we have	5
3 and i'll	5
have the female	5
i ran the	5
female's going to	5
vehicles have been	5
to you can	5
with them they're	5
told him he	5
270 can you	5
a company's medic	5
advised he has	5
apartments apartment 303	5
to the 3rd	5
disregard the alarm	5
to the highway	5
out of grafton	5
white suv parked	5
post office parking	5
15 i'm closer	5
lewis for a	5
numbers i found	5
from the ceiling	5
resident called and	5
from city hall	5
being aggressive towards	5
warrant in the	5
can't read the	5
12405 franklin number	5
has chest pain	5
into the park	5
think she said	5
be john ocean	5
the porch and	5
i pulled up	5
went back inside	5
on both sides	5
can find him	5
to be homeless	5
they found him	5
417 you can	5
last couple hours	5
214 if you	5
and the dogs	5
the door in	5
for you i'm	5
off of a	5
she's in number	5
i'll add it	5
around the front	5
19 i'm closer	5
couple times there's	5
see if maybe	5
and pain in	5
in his chest	5
the building i'm	5
first name of	5
210 can you	5
issue a report	5
state of birth	5
waterbury the downstairs	5
like this is	5
already en route	5
sorry i just	5
i just didn't	5
the winchester 12112	5
both copy from	5
in it and	5
lock out at	5
she's inside the	5
and it's running	5
left and went	5
with that date	5
run over by	5
he can't see	5
like they got	5
any vehicles registered	5
myself and 17	5
10-4 i tried	5
old female needs	5
is utl we'll	5
you please change	5
has some mental	5
he's got an	5
we could have	5
and 2 21	5
there has been	5
been a male	5
ask him to	5
to meet him	5
him over there	5
a minute or	5
on coutant just	5
his 17 year	5
i'm at my	5
dispatch you have	5
with henry william	5
henry william mary	5
detroit looks like	5
just needs some	5
