bigram	count
been disregard	5
from outside	5
between her	5
i'm frank	5
vehicle's going	5
and parked	5
vehicle king	5
went straight	5
i used	5
plate can	5
an opt	5
on citation	5
20 feet	5
madison go	5
or their	5
the help	5
26 this	5
10 black	5
brown status	5
a ohio	5
it's gone	5
203 did	5
say a	5
thanks sir	5
you free	5
2018 gray	5
are y'all	5
26 7	5
number i'm	5
is throwing	5
you two	5
from arthur	5
transport this	5
checks secure	5
a gl	5
water break	5
the server	5
speed limit	5
we'll still	5
the clock	5
here looking	5
than 24	5
her 10-4	5
caller for	5
you're up	5
26 28	5
we're under	5
in narcotics	5
for robert	5
of strongville	5
charlie paul	5
train to	5
that scene	5
2017 hyundai	5
okay sorry	5
was you	5
wouldn't mind	5
check now	5
the carlyle	5
also clear	5
got stuff	5
blue volkswagen	5
that suspect	5
stopped here	5
his friend's	5
tow number	5
switch cars	5
for mail	5
shot in	5
cleveland with	5
in july	5
didn't ask	5
he's turning	5
2's at	5
hospital staff	5
24 26	5
and picked	5
still active	5
vehicle here	5
call into	5
at 203	5
actually not	5
having abdominal	5
access over	5
more there's	5
a pc	5
another complaint	5
a mistake	5
towed at	5
officer out	5
towers for	5
at 1604	5
residence no	5
charlie zebra	5
25 who's	5
dl it's	5
valid 211	5
name a	5
spelling and	5
a playground	5
the dealership	5
think your	5
your kid	5
with county	5
those things	5
2010 nissan	5
t and	5
cleveland 36	5
for burglar	5
can't i'm	5
back because	5
was born	5
205 he	5
24 she	5
address apartment	5
cancel copy	5
place i'll	5
at 50	5
caller who	5
a shot	5
15 vehicle	5
number that's	5
all it	5
work tonight	5
9 19	5
stomach and	5
15 medic	5
kicked her	5
southbound towards	5
a faint	5
address she's	5
cell please	5
making some	5
medic 5	5
david nick	5
sure sure	5
to daniel	5
kia expires	5
8 adam	5
who's this	5
have kufner's	5
go police	5
tire is	5
route we're	5
respond via	5
else that's	5
copy woodward	5
moving up	5
two copies	5
driver that	5
i change	5
2020 nissan	5
assign a	5
service it's	5
not we're	5
from 90	5
checking i	5
female wasn't	5
wasn't home	5
time we'll	5
also not	5
advised their	5
224 we're	5
but her	5
firearm in	5
31 26	5
threats were	5
at gunpoint	5
for fuel	5
franklin bunts	5
lincoln nora	5
males at	5
young children	5
that registered	5
registered on	5
i respond	5
to process	5
search on	5
on each	5
traffic clifton	5
juvenile females	5
correct we	5
car around	5
224 on	5
someone took	5
the g	5
gotten any	5
you more	5
message you	5
bit for	5
probably clear	5
river at	5
and graver	5
heading toward	5
tom charles	5
him stopped	5
female coughing	5
with ml	5
possession caution	5
be 19th	5
19th this	5
park was	5
okay 29	5
turn me	5
waterford number	5
cleveland expires	5
can close	5
of 72	5
me my	5
moved we're	5
very short	5
madison union	5
a lease	5
cleveland 3	5
plate frank	5
female keeps	5
clear we	5
1's at	5
216 we	5
parked since	5
any reason	5
edgewater west	5
the gentleman's	5
near lakewood	5
9-3 i	5
attention we'll	5
216 10-4	5
629 and	5
and 272	5
driver called	5
is uto	5
make 3	5
yet for	5
them this	5
216 i	5
it already	5
accident location	5
employee in	5
the linton	5
add you	5
male wife	5
again disregard	5
10-16 i'm	5
car by	5
dispatch there's	5
agree with	5
house west	5
of in	5
also out	5
13 i've	5
until you're	5
i worked	5
beard and	5
dispatch mercury's	5
west 112th	5
reporting parties	5
check off	5
of 16	5
said john	5
flu-like symptoms	5
madison eastbound	5
12405 detroit	5
but she'd	5
1 sorry	5
over into	5
205 at	5
211 disregard	5
got upset	5
for bed	5
him added	5
frank and	5
apartments 1370	5
elber apartment	5
handle engine	5
on elber	5
and rest	5
order was	5
your dog	5
5'6 160	5
chain is	5
door lock	5
apartment 311	5
green not	5
on richland	5
93 32	5
of female	5
to purchase	5
her thank	5
violation here	5
the witten	5
place apartment	5
have broken	5
and good	5
96 29	5
70-year-old male	5
eastbound lane	5
letting him	5
his roommate's	5
issues between	5
sorry he's	5
for assistance	5
male driving	5
on western	5
are dry	5
traffic my	5
street here	5
i've found	5
16 you're	5
one came	5
again in	5
complainant here	5
building or	5
so close	5
a horse	5
had issues	5
have info	5
black 2016	5
sedan i	5
vehicle pulled	5
mark that	5
be located	5
one good	5
longer lives	5
the machine	5
1621 medic	5
a hospital	5
criminal trespassing	5
jacket jeans	5
at someone	5
at 208	5
assist that	5
13 000	5
your route	5
a jordan	5
251 can	5
run two	5
other parties	5
stall on	5
bond and	5
the round	5
10-4 229	5
mva a	5
or my	5
18240 detroit	5
17 with	5
15607 detroit	5
is unconscious	5
moved today	5
said two	5
two hours	5
on deck	5
olive for	5
haven at	5
the signature	5
fry and	5
kirk is	5
banking service	5
227 i'm	5
trespass list	5
there after	5
13306 detroit	5
2012 honda	5
mac 1's	5
that won't	5
owner that	5
is vomiting	5
old sister	5
before our	5
mckinley riverside	5
gained on	5
process of	5
15 12	5
no 5	5
fighting the	5
it's almost	5
right address	5
walk off	5
the easiest	5
hard of	5
and stole	5
stole his	5
fetch medic	5
window is	5
vehicle looks	5
down there's	5
and merle	5
out detroit	5
of failure	5
all or	5
because their	5
their new	5
or back	5
starbucks 15027	5
2008 honda	5
dl shows	5
lincoln apartments	5
phone sounds	5
street right	5
september of	5
28 if	5
please stay	5
need kufner	5
crash notification	5
require any	5
06 29	5
cleveland accident	5
flash if	5
3 king	5
king town	5
have contact	5
the 9th	5
1308 ramona	5
a reaction	5
17 could	5
calls a	5
bike madison	5
madison winchester	5
okay 24	5
and dad	5
9 with	5
228 are	5
follow-up in	5
for officer	5
y and	5
17 that's	5
through tennessee	5
147-01 detroit	5
222 i	5
homeowner there	5
just finished	5
lunch okay	5
she's set	5
charles on	5
traffic 211	5
has on	5
217th can	5
october 2026	5
3 son	5
parked by	5
two is	5
service he	5
claims he's	5
we stop	5
number we'll	5
the arrow	5
29 got	5
complainant's driveway	5
was checked	5
driver still	5
no hazards	5
12 5	5
sweating and	5
feeling very	5
that's nice	5
hit was	5
i'm outside	5
at spring	5
21's out	5
franklin go	5
longer allowed	5
off detroit	5
birth and	5
you 26	5
fire truck	5
paraphernalia i'll	5
athens i'll	5
try one	5
of anything	5
warrant we'll	5
sorry this	5
10-4 disregard	5
disagreement over	5
responding here	5
secure everything	5
be running	5
release them	5
74-year-old male	5
14312 apartment	5
who's our	5
over copy	5
and cracked	5
her ring	5
four males	5
right through	5
workers are	5
lane just	5
alger overpass	5
service dispatch	5
is hard	5
5 disregard	5
llc on	5
22 you're	5
is sergeant	5
tom edwards	5
issues or	5
male's car	5
down it	5
5'10 195	5
closed they're	5
62 i'm	5
2016 honda	5
28 valid	5
223 i'm	5
val and	5
broken out	5
fire lane	5
code and	5
east please	5
here working	5
open now	5
surrounding streets	5
the bakery	5
there around	5
to alameda	5
the brake	5
at 1377	5
model and	5
on so	5
send this	5
any longer	5
issue the	5
good at	5
detroit we'll	5
station do	5
let's turn	5
female shortness	5
four zero	5
david william	5
william paul	5
that's actually	5
all please	5
27-year-old male	5
him franklin	5
entry sensor	5
open back	5
send those	5
i v	5
a 38	5
done i'm	5
sees it	5
26 now	5
time it	5
2023 toyota	5
14837 detroit	5
a colorado	5
and parkside	5
jumped out	5
buick enclave	5
left all	5
mckinley from	5
from south	5
why is	5
of niagara	5
front passenger	5
8 we'll	5
with number	5
would meet	5
on 24	5
a razor	5
called mobile	5
we gotta	5
goa we	5
pretty quick	5
turning the	5
male never	5
my number	5
looks back	5
something i'm	5
wants you	5
you around	5
q19 for	5
if he'll	5
weeks pregnant	5
13 stall	5
he's showing	5
of lakeshore	5
bring in	5
same building	5
be boy	5
6 car	5
15 nicholson	5
saw someone	5
blocking it	5
pretty well	5
a bell	5
cove we're	5
you hold	5
up thank	5
thanks to	5
the touch	5
just my	5
eagle and	5
drug deal	5
release status	5
no answers	5
check ok	5
hello there	5
sorry she	5
cleveland 43	5
take their	5
you 13	5
a heat	5
11 13	5
chevy plate	5
expires november	5
november 2026	5
a restaurant	5
acting out	5
donald and	5
so many	5
1 61	5
doors on	5
your help	5
of barrio	5
bothering her	5
sparks coming	5
notified no	5
miles out	5
freeze out	5
your position	5
3 male	5
trees and	5
at 1605	5
fine with	5
and expires	5
breathing 1346	5
guys with	5
stop please	5
this whole	5
set will	5
3rd bank	5
they're worried	5
rosewood in	5
akron on	5
2026 honda	5
him call	5
the hazard	5
psych issues	5
money from	5
a fake	5
son she	5
gray hat	5
by him	5
fight him	5
broken up	5
gentleman that	5
options will	5
music the	5
park parking	5
hold this	5
tune in	5
a shopping	5
she's homeless	5
football fans	5
200 in	5
bet on	5
never ordinary	5
ordinary at	5
gambling problems	5
problems call	5
1-800-bets-off 21-plus	5
21-plus only	5
weekend and	5
stopping king	5
156-07 detroit	5
minute 2's	5
the lakeland	5
lincoln on	5
county copy	5
140 black	5
in arthur	5
robin king	5
24 i've	5
license plates	5
i'll back	5
charles david	5
are stopped	5
feeling faint	5
the 2011	5
permission on	5
theft and	5
is paying	5
out before	5
to win	5
no matter	5
forget the	5
checked at	5
detroit webb	5
and 115th	5
points for	5
come move	5
make an	5
their fire	5
the riverwood	5
detroit outside	5
sorry yeah	5
dv and	5
walk them	5
call come	5
103 medic	5
zebra 8	5
1 responded	5
cove from	5
detroit 924	5
out copy	5
tom victor	5
new life	5
life church	5
pounds black	5
county confirmed	5
a generic	5
my message	5
standby at	5
person or	5
fell a	5
to summit	5
scene they	5
need police	5
1503 cohasset	5
off over	5
has in	5
granger for	5
gonna happen	5
on michael	5
2050 lake	5
bring me	5
for 26	5
of city	5
family and	5
who stated	5
205 no	5
205 it's	5
205 the	5
a multiple	5
a camel	5
he's 23	5
consumer she's	5
colonial house	5
clifton fry	5
of air	5
tom adams	5
parked with	5
wants shows	5
very dizzy	5
1 son	5
92 is	5
advised engine	5
out standing	5
burned food	5
is reset	5
service command's	5
come grab	5
also check	5
keys that	5
is more	5
those keys	5
cliffs 1-8900	5
company just	5
17 car	5
manager he	5
they return	5
edgewater i'll	5
number 110	5
jeep no	5
ahead 10-4	5
over he's	5
southbound passing	5
his lights	5
off he's	5
he's crossing	5
90 now	5
to terminate	5
sorry on	5
cleveland just	5
got both	5
speedy gas	5
house was	5
vacant and	5
red for	5
cordova with	5
at once	5
12-8 copy	5
129 43	5
that sir	5
in class	5
for i'll	5
with illinois	5
of chicago	5
update that	5
contact maintenance	5
119 with	5
at 1485	5
property she's	5
nick yesterday	5
in two	5
he's over	5
coutant king	5
route fairview	5
18 out	5
10-10 medic	5
not located	5
proceed to	5
10-20 of	5
toll number	5
29 was	5
22 she's	5
the storage	5
shows his	5
25 there's	5
and cad	5
okay all	5
i accidentally	5
covered it	5
good luck	5
ski mask	5
we send	5
black the	5
to investigator	5
that item	5
to write	5
i'm cooking	5
this phone	5
area or	5
male dl	5
conscious but	5
pickup in	5
on arrest	5
5 feet	5
a standby	5
doing this	5
there everything	5
detroit heard	5
the mars	5
listed with	5
15 brown	5
madison harding	5
it home	5
detail i'm	5
and by	5
to 13202	5
for starting	5
were parked	5
walked to	5
got nothing	5
been coming	5
pain all	5
the involved	5
on trespassing	5
here momentarily	5
1577 newman	5
medic 117th	5
24 28	5
28 26	5
believes somebody	5
somebody stole	5
nick sam	5
edward and	5
route madison	5
the frye	5
frye overlook	5
5 times	5
can forward	5
outside asking	5
12 or	5
for food	5
vehicle are	5
call will	5
10-4 could	5
well we'll	5
32 copies	5
copies i	5
to ridgewood	5
are clearing	5
your dl	5
dl if	5
the ward	5
turning south	5
for dos	5
date please	5
14909 clifton	5
fee to	5
not receive	5
a order	5
we're 19	5
department called	5
6-9 copy	5
dci i'm	5
a two	5
clark and	5
gained i'll	5
the vestibule	5
the cash	5
the holder	5
arrival spoke	5
a larceny	5
21 0	5
number 108	5
2026 43	5
11841 lake	5
lady in	5
was blocking	5
cleveland this	5
a burger	5
t is	5
209 to	5
their garage	5
an at	5
72 hour	5
a female's	5
can cover	5
unit was	5
send over	5
breaking out	5
17 what	5
84-year-old female	5
foot is	5
copies please	5
already cleared	5
brown medic	5
1 as	5
a address	5
it's missing	5
2009 toyota	5
feed door	5
mail left	5
1's returning	5
offering to	5
gambling problem	5
problem call	5
21 plus	5
plus only	5
is red	5
queen william	5
a trip	5
street can	5
unit but	5
nothing there	5
tonight and	5
station copy	5
in 208	5
to trade	5
see from	5
is terminated	5
a higher	5
mark me	5
newer model	5
or they	5
2 found	5
you return	5
to 1311	5
the motion	5
options to	5
alarm to	5
the alarms	5
she's gone	5
last hit	5
now calling	5
the men	5
asking them	5
county i'm	5
to 2075	5
chester lynn	5
like right	5
donald with	5
no valid	5
suspended license	5
he's my	5
madison one	5
flag me	5
guns and	5
they're headed	5
that's fallen	5
22 16	5
key at	5
didn't go	5
away to	5
southbound at	5
my face	5
we on	5
1610 ridgewood	5
list and	5
color expired	5
hard for	5
lane i	5
alger to	5
13 of	5
at 2054	5
under her	5
tracks in	5
2016 jeep	5
male threatening	5
hanging in	5
marginal henry	5
your head	5
number at	5
the horn	5
we would	5
again is	5
belle just	5
29 riverside	5
be tuning	5
doesn't speak	5
patient one	5
on large	5
then went	5
vest and	5
the handicap	5
6 complainant	5
hot water	5
15 000	5
12 he	5
station 213	5
208 i'm	5
16 he's	5
dispatch rank	5
search this	5
19 deal	5
listing frank	5
5 union	5
floor elevator	5
suv partially	5
jail is	5
three people	5
someone saying	5
brown or	5
walked through	5
earlier he	5
we're madison	5
open i	5
on purpose	5
right car	5
2 units	5
looks clear	5
staging at	5
to we	5
problems in	5
was referring	5
16 1	5
him saying	5
near west	5
parked behind	5
park said	5
a down	5
go a	5
keeping an	5
back eastbound	5
eastbound i	5
your last	5
down towards	5
charles i'm	5
me here	5
to oic	5
also there	5
permit for	5
the with	5
back north	5
your left	5
seeing you	5
now can't	5
west i'm	5
stop them	5
12 this	5
juvenile i	5
he'll come	5
be missing	5
not up	5
victoria the	5
daughter of	5
here somewhere	5
caught on	5
hit them	5
and lost	5
these 2	5
that do	5
either the	5
gotten a	5
sorry a	5
i'd appreciate	5
okay what	5
edgewater park	5
to winton	5
an episode	5
copy same	5
landline please	5
cleveland 40	5
c s	5
s and	5
small children	5
help to	5
medic who's	5
i confiscated	5
the dmv	5
number associated	5
12 28	5
over i'm	5
the neck	5
ave for	5
lit up	5
keys out	5
20-8 i'm	5
boyd lincoln	5
line that's	5
now sitting	5
disregard copy	5
1470 victoria	5
them about	5
believes is	5
officers and	5
just your	5
the double	5
company's medical	5
to escape	5
and 217th	5
followed by	5
call john	5
isn't feeling	5
coast and	5
email address	5
here heading	5
on company's	5
accessible we'll	5
guys try	5
bus that's	5
i'll move	5
6-year-old female	5
1045 parkside	5
suv hit	5
on unit	5
do something	5
ovi can	5
went home	5
hilliard number	5
his partner	5
meds and	5
building now	5
building it	5
of someone	5
bag full	5
and known	5
companies responding	5
did and	5
respond and	5
bunts on	5
alger bridge	5
city if	5
confirm we	5
disregard kufner	5
then and	5
26 a	5
police to	5
21 medic	5
side in	5
2 you'll	5
disabled it's	5
and 621	5
listing lincoln	5
scene turned	5
using her	5
company's engine	5
for repair	5
address we	5
leave she's	5
she recently	5
her hip	5
ice and	5
just read	5
given a	5
pull back	5
1's clear	5
moment we	5
see smoke	5
a dryer	5
check here	5
just forward	5
brown shows	5
her status	5
signal on	5
24 a	5
hat with	5
20 listing	5
the auto	5
dispatch med	5
an arrest	5
at colonial	5
apartment 14	5
97 year	5
scene investigating	5
703 medic	5
118 01	5
command for	5
floor is	5
gonna copy	5
she's no	5
that what	5
daughter called	5
inside or	5
male stating	5
his throat	5
chosen route	5
negative transport	5
entry on	5
28 6	5
as i'm	5
on between	5
he's involved	5
no disqualifiers	5
10 copies	5
red chrysler	5
bell 1-5500	5
15500 detroit	5
17 question	5
not out	5
january of	5
be seen	5
3 my	5
chrysler town	5
and country	5
okay 25	5
14534 madison	5
prisoner out	5
alarm's reset	5
get 18	5
dressed in	5
21 when	5
drone and	5
right off	5
drive off	5
the rooftop	5
set if	5
neighbor across	5
26 over	5
over time	5
arrival engine	5
1498 west	5
clearance in	5
for welfare	5
alarm show	5
more police	5
a homeowner	5
it's so	5
direct engine	5
12 13	5
21 22	5
and blossom	5
running the	5
from days	5
pants carrying	5
the meeting	5
12021 edgewater	5
on donald	5
actually happened	5
old brother	5
concern for	5
grace from	5
black hood	5
left i'll	5
69-year-old female	5
getting that	5
sidewalk at	5
caution tape	5
i'll transfer	5
westwood with	5
playing music	5
wants an	5
downstairs speak	5
we told	5
warren by	5
3 they	5
to update	5
employee they	5
is outside	5
send his	5
month ago	5
my office	5
name one	5
cleveland 2016	5
2016 black	5
moment please	5
did anybody	5
checked that	5
we start	5
up next	5
complainant for	5
he passed	5
still southbound	5
andrews just	5
10-8 this	5
i s	5
deal when	5
2013 toyota	5
work that	5
later and	5
has something	5
for mom	5
off out	5
and detective	5
other police	5
more 10-8	5
mike paul	5
5 male	5
work to	5
traffic 10-8	5
at 29	5
ago with	5
22 it's	5
on question	5
female 5'5	5
pants gray	5
the plaza	5
down he	5
went over	5
13395 madison	5
anthony plaza	5
ordinary construction	5
shown from	5
high and	5
the letter	5
newman in	5
scene right	5
there trying	5
stay for	5
follow him	5
to person	5
i'll work	5
advised in	5
a tracy	5
10-1 of	5
own a	5
has is	5
an axe	5
that pickup	5
message can	5
glass and	5
gone prior	5
male stated	5
engine for	5
11900 detroit	5
19 10-8	5
with nothing	5
restaurant there's	5
john 4	5
catch you	5
general 13215	5
stop we're	5
all female	5
13 there's	5
recall that	5
male female	5
in after	5
wait here	5
8 detroit	5
since we're	5
someone with	5
it's dark	5
70 you	5
copy myself	5
5 that	5
the driveway's	5
once you're	5
copy close	5
vehicle today	5
park he's	5
did get	5
just under	5
it one	5
24 minutes	5
send kufner's	5
a flatbed	5
front right	5
with madison	5
of suspension	5
colvin lake	5
just set	5
assist us	5
to isolate	5
isolate the	5
is lincoln	5
anybody that	5
them going	5
lakewood at	5
mars the	5
the president	5
of power	5
scene do	5
york dl	5
issue at	5
just show	5
lake woodyard	5
is patrick	5
stay separated	5
46 years	5
try on	5
3 medics	5
responding in	5
building if	5
have something	5
copy one	5
in addition	5
16 we	5
2 mag	5
what king	5
15111 detroit	5
was confused	5
detroit behind	5
wake him	5
kia parked	5
car pulled	5
light it's	5
this month	5
marshall and	5
hallucinating and	5
caller gave	5
here today	5
all vehicles	5
whether it's	5
is failure	5
service they'll	5
the overpass	5
and weston	5
a system	5
use in	5
report with	5
that prisoner	5
victor davis	5
from new	5
her bed	5
the kfc	5
street she's	5
no thanks	5
edwards is	5
a walter	5
brooklyn heights	5
a fine	5
and sirens	5
to female	5
now said	5
live and	5
wagar with	5
you of	5
a 40-year-old	5
222 copy	5
found and	5
yeah but	5
standing at	5
euclid for	5
he's staying	5
have passed	5
passed the	5
hold him	5
since yesterday	5
okay his	5
said earlier	5
madison or	5
to actually	5
board and	5
13 1	5
the rally	5
a fingerprint	5
scanner up	5
green jeep	5
6 15	5
from cvs	5
10-6 of	5
yesterday walter	5
station they	5
messing with	5
incident documented	5
queen john	5
test for	5
3 no	5
11835 clifton	5
center lot	5
was black	5
pulled the	5
traffic car	5
that semi	5
shoulder pain	5
cut his	5
clear shortly	5
other males	5
low oxygen	5
crescent north	5
calls if	5
nurse is	5
clot in	5
male safety	5
fire room	5
black 1	5
city i'll	5
emergency he	5
1687 robinwood	5
another report	5
but couldn't	5
manager has	5
29 squad	5
regarding some	5
male could	5
options we're	5
was placed	5
placed on	5
left from	5
06 and	5
madison library	5
cars or	5
right turn	5
203 10-7	5
she's injured	5
from st	5
this week	5
to 2023	5
16 clifton	5
the 26th	5
anything he	5
to christopher	5
15 it	5
ton of	5
parked the	5
about how	5
lane lakewood	5
hit another	5
stop i'll	5
sorry 13	5
in copy	5
of 67	5
145 black	5
saying their	5
rocky river's	5
female's going	5
nora boy	5
detroit got	5
of grafton	5
11820 lake	5
above him	5
14808 lake	5
from city	5
please do	5
now having	5
25 12	5
was choking	5
something and	5
he cut	5
started screaming	5
or 10-8	5
also been	5
on westwood	5
at newman	5
madison we'll	5
417 you	5
214 if	5
15707 detroit	5
know some	5
issues but	5
road he's	5
you're next	5
no threat	5
a bloody	5
21 do	5
the names	5
210 can	5
already en	5
tried it	5
different ways	5
want i	5
703 for	5
the iv	5
eviction notice	5
6 lincoln	5
dus and	5
by he	5
of 2135	5
all and	5
her friend's	5
area at	5
found from	5
see which	5
once they	5
male involved	5
for in	5
that crashed	5
winchester medic	5
red lights	5
there's other	5
via a	5
back left	5
hiding behind	5
2024 chevy	5
27 delaware	5
showing he	5
madison he	5
she's with	5
his 17	5
see my	5
detroit looks	5
out 25	5
15 new	5
started the	5
him once	5
going towards	5
see at	5
his deal	5
and radio	5
mail i'll	5
running into	5
get away	5
for these	5
in 11	5
approximately 5	5
another white	5
hilliard is	5
a guest	5
entry in	5
answer and	5
check another	5
complaint the	5
apartment we	5
her child's	5
16 miles	5
now have	5
she resides	5
gonna talk	5
mac 2	5
getting his	5
video games	5
heard someone	5
2nd is	5
1346 go	5
possibly going	5
sam 0	5
now gonna	5
42 years	5
a trash	5
and orange	5
house if	5
any prior	5
edgewater apartments	5
reason not	5
store owner	5
2020 hyundai	5
is 15	5
of 1363	5
square for	5
out 20	5
damaged property	5
for each	5
listings king	5
set he's	5
of at	5
olmsted township	5
wants active	5
middle lane	5
vehicle checks	5
stop he	5
west wing	5
help a	5
halstead the	5
juvenile starting	5
sam walter	5
10-4 to	5
store now	5
she requested	5
at 2035	5
entry with	5
when ready	5
or for	5
in parma	5
move their	5
he'll meet	5
2 turn	5
home right	5
approaching from	5
to 1375	5
disregard can	5
receive a	5
24-hour violation	5
no heat	5
move up	5
call 3	5
at 2115	5
color fire	5
larchmont for	5
calling a	5
or run	5
we removed	5
department on	5
1391 warren	5
cleveland 2018	5
you car	5
and northwood	5
with clifton	5
officers were	5
not detect	5
options i'll	5
or send	5
showing basement	5
group and	5
out nothing	5
switching fire	5
is eric	5
whole foods	5
7 out	5
through some	5
birth of	5
an actual	5
all floors	5
that nature	5
health issue	5
just packing	5
see your	5
dog's been	5
check smart	5
silver car	5
a pair	5
male 6'200	5
entered missing	5
wouldn't answer	5
answer it	5
10-16s out	5
guys i'm	5
you before	5
pushed his	5
being discharged	5
pulled it	5
a rachel	5
204 is	5
apartment 740	5
seen anyone	5
gas pump	5
i cleared	5
open window	5
lives right	5
you're arriving	5
edwards just	5
where her	5
she's done	5
it you're	5
other in	5
driver said	5
it's entering	5
release to	5
assistance on	5
2 thank	5
medical 3	5
scene dispatch	5
80-year-old male	5
22-year-old female	5
going police	5
the jailer's	5
night to	5
up just	5
314 for	5
his foot	5
be police	5
of 28	5
16th and	5
the bag	5
the 16	5
picture i	5
115th and	5
not sounding	5
i'll stay	5
24 19	5
madison do	5
berea on	5
that's possibly	5
back robert	5
on bond	5
sedan the	5
she's looking	5
colored clothing	5
seeing anybody	5
on october	5
for trafficking	5
again this	5
park we'll	5
feet is	5
118 50	5
elevator emergency	5
car there's	5
rental car	5
check opposite	5
her eyes	5
enroute to	5
vehicle's not	5
the s	5
s a	5
ds to	5
previous detail	5
our report	5
her camera	5
deployed on	5
14 20	5
past details	5
patient patient	5
them last	5
female up	5
the pharmacy	5
the facility	5
medical we're	5
winchester franklin	5
raise a	5
request for	5
216 go	5
phone but	5
do do	5
it sorry	5
boy paul	5
we re-secured	5
of warrensville	5
2018 white	5
the baby	5
squad if	5
no and	5
over she	5
not hit	5
that previous	5
white jacket	5
jacket on	5
madison we	5
and from	5
who just	5
not take	5
those phone	5
were inside	5
bunts car	5
owner but	5
ridgewood female	5
boy king	5
at 1522	5
of waterbury	5
inside at	5
previous calls	5
could open	5
to follow-up	5
complete the	5
apartment 28	5
of gasoline	5
resident says	5
in 220	5
answer but	5
13322 madison	5
clifton so	5
14 9	5
thing we	5
24 20	5
of oil	5
who hit	5
quiet and	5
neighbor next	5
city cell	5
your eyes	5
no warrant	5
his cat	5
common area	5
a squirrel	5
storage unit	5
is allowed	5
driveway they	5
was me	5
further involvement	5
from andrews	5
check mckinley	5
was hanging	5
1 23	5
a round	5
on chase	5
some parking	5
copied that	5
truck hit	5
truck truck	5
white pickup	5
sure yet	5
the ladder	5
charles union	5
tow on	5
individual that	5
that pressed	5
66-year-old male	5
leg and	5
doesn't seem	5
max 3	5
2058 robin	5
yes there's	5
made patient	5
try number	5
earlier from	5
here recently	5
of 1423	5
1423 riverside	5
by so	5
of 1464	5
employees at	5
beach just	5
shot at	5
520 for	5
minutes i'll	5
king like	5
what street	5
the worker	5
kufner's and	5
copy two	5
vehicles from	5
kufner's please	5
company or	5
or your	5
riverside at	5
checking and	5
white 2020	5
the sub	5
some on	5
a trap	5
board of	5
this lpd	5
in too	5
or call	5
missed your	5
copy there	5
in today	5
frank 3	5
oh wait	5
blind male	5
description from	5
later in	5
westbound near	5
mckinley off-ramp	5
shoulder and	5
2nd of	5
lewis in	5
fire has	5
clifton be	5
nick x-ray	5
ridgewood in	5
italian creations	5
black eye	5
cleveland 37	5
have missed	5
engine 9	5
10-8 is	5
just was	5
203 do	5
for gci	5
it's either	5
is talking	5
issue we'll	5
refused ama	5
a bigger	5
open we're	5
make you	5
a handle	5
walgreens with	5
messed up	5
location where	5
extension apartment	5
lock it	5
park complaint	5
complaint advised	5
already had	5
drive that	5
negative i'll	5
because i've	5
doing something	5
upon my	5
booking that	5
sure but	5
detroit mars	5
things in	5
running her	5
lives downstairs	5
still hear	5
was full	5
to 14401	5
7 we	5
riverway and	5
that dodge	5
same vehicle	5
meridian 12550	5
ahead show	5
he's stuck	5
unit 5	5
okay was	5
squad up	5
number will	5
about 40	5
40 minutes	5
female prisoner	5
508 medic	5
1218 gladys	5
copies detroit	5
you captain	5
nobody has	5
parking area	5
unit 924	5
2 as	5
showing motion	5
on 10-4	5
uber to	5
and bays	5
the recent	5
rectal bleeding	5
i'm parked	5
that deal	5
she's open	5
218 you	5
204 to	5
shortly i'll	5
1-1900 edgewater	5
down over	5
ems medic	5
chevy van	5
in 229	5
dog from	5
to 201	5
charlie david	5
nephew is	5
say they're	5
2019 hyundai	5
19 listen	5
what that	5
that caller	5
25 with	5
sorry but	5
doors were	5
a jennifer	5
hopkins with	5
apartment 609	5
the charlie	5
on dispatch	5
department's on	5
18 for	5
in post	5
lakewood copy	5
2 special	5
envoy number	5
lake check	5
a dump	5
vehicle now	5
14 he's	5
nick victor	5
the echo	5
street no	5
sides of	5
employee call	5
leads to	5
to 2011	5
for paraphernalia	5
you sorry	5
the guard	5
said 10-8	5
lot said	5
the companies	5
nobody's home	5
stuck between	5
25 please	5
room 802	5
line we	5
her old	5
the advice	5
11 lake	5
seat and	5
14 in	5
2014 subaru	5
for body	5
was warned	5
him can	5
they needed	5
214 to	5
broken in	5
silver gmc	5
anything if	5
blake and	5
apartment 1010	5
at westwood	5
hilliard we're	5
linda street	5
the driving	5
is near	5
clifton point	5
at 1652	5
vehicle she's	5
the calling	5
road king	5
van in	5
hurd at	5
full response	5
number she	5
added him	5
of suicide	5
she claimed	5
morning they	5
apartment 612	5
and bellevue	5
this off	5
mike 1's	5
65 years	5
city truck	5
an amazon	5
closed down	5
a smaller	5
the hand	5
one's injured	5
daleview with	5
at 120	5
give dispatch	5
complaint i'm	5
the hook	5
you re-advise	5
the 2008	5
make or	5
they refused	5
one who	5
court please	5
the bartenders	5
walking his	5
information please	5
he a	5
investigator allen	5
was located	5
and owner	5
left out	5
falling over	5
truck expired	5
39 40	5
40 41	5
41 42	5
this or	5
no we'll	5
here do	5
toyota and	5
vehicles to	5
north franklin	5
what if	5
23 we	5
with ms	5
madison marlowe	5
plates are	5
for report	5
additional owners	5
confirmed it	5
call king	5
subaru parked	5
tesla no	5
our first	5
who's a	5
of sheffield	5
zebra x-ray	5
13 start	5
14 1	5
copy send	5
lakewood 14806	5
getting calls	5
